shopId,shopName,region,price,avgPrice,star,commentNum,secondCatName,salesVolume,groupDealTitle,marketPrice,userComment
98552925,虾皇,九龙坡区,268,92,4.4,2258,小吃快餐,329,虾皇3-4人餐，提供免费WiFi,311,76回头客-75分量足-75菜品不错-43上菜快-40高大上-15海鲜棒-8夜景赞-4肉类好-18有江景-3朋友聚餐-
193352630,三生三茶,渝中区,6.9,17,4,37,饮品店,165,金珠珠奶茶1份，提供免费WiFi,12,12环境优雅-10味道赞-9服务热情-6性价比高-6干净整洁-4分量足-3价格实惠-10装修好看-
194814281,受气牛肉,渝北区,85,,4.5,0,火锅,,,,
193426901,晓彭肥肠鸡,南岸区,108,49,4,45,川菜,701,晓彭2-3人餐，包间免费,139,10味道赞-9服务热情-8干净整洁-7分量足-5肉类好-5菜品不错-3环境优雅-3弄堂小店-3清新淡雅-
189389570,MBG迈卡托什书廊,渝北区,45,38,4.5,2,饮品店,59,覆盆子慕斯蛋糕+气泡水任选一款(粉莓青柠气泡、西柚红红气泡、蓝莓接骨木气泡）1份,70,
86516986,千源九宫格老火锅,渝中区,138,49,4.6,5612,火锅,1826,超值2人火锅套餐,193,1606味道赞-1084服务热情-511分量足-476环境优雅-319菜品丰富-92上菜快-89回头客-62交通便利-60牛肉赞-12朋友聚餐-
170592274,苏米苏蛋糕,渝中区,38.83,89,5,373,面包甜点,270,6英寸提拉米苏1份,128,152味道赞-116服务热情-113点心好-82性价比高-71价格实惠-58菜品精致-31上菜快-12分量足-4回头客-15现做现卖-
184199902,守柴炉烤鸭,渝北区,128,53,4.1,1843,北京菜,4083,实惠2-3人餐，提供免费WiFi,183,99味道赞-50环境优雅-46服务热情-27菜品不错-26分量足-26性价比高-21上菜快-5回头客-4肉类好-45烤鸭-
182470012,锦霖私厨,渝北区,308,134,4,12,粤菜,8,午间4人欢乐时光,632,4服务热情-3味道赞-3性价比低-
201571,外婆桥,九龙坡区,73,,4.5,382,川菜,,,,121味道赞-82环境优雅-65菜品不错-22分量足-20上菜快-6回头客-4高大上-10请客-6家庭聚餐-5朋友聚餐-
165277088,摩喜蛋糕,南岸区,38.8,70,4.9,203,面包甜点,1402,天天特价（好吃到爆）提拉米苏蛋糕，限量抢购/海盐爆浆2选1,88,74味道赞-45服务热情-42点心好-34价格实惠-28干净整洁-25性价比高-21菜品精致-15分量足-8环境优雅-4拔草-
179620162,奈九居酒屋,九龙坡区,1,84,3.5,78,日本菜,781,特色大福1份，提供免费WiFi,6,18味道赞-17环境优雅-16菜品不错-12服务热情-7肉类好-7干净整洁-6分量足-5回头客-4价格实惠-4性价比高-
188805624,百步串羊·新疆烤肉,江北区,108,53,4.6,31,烧烤,222,百步串羊双人餐，提供免费WiFi,150,18味道赞-11服务热情-11干净整洁-7性价比高-7体验很棒-6回头客-6菜品不错-6价格实惠-3环境优雅-6羊肉-
181418374,山城老堂口•1636重庆老菜,渝中区,3,69,4.5,634,川菜,10373,重庆冰粉1份，提供免费WiFi,8,178味道赞-151服务热情-119菜品不错-119环境优雅-107分量足-79上菜快-33回头客-6肉类好-12复古-5工作餐-
193588741,猪猪象泰国餐厅,江北区,198,91,5,49,东南亚菜,76,2人豪华冬阴功火锅套餐，包间免费,368,12味道赞-12服务热情-9环境优雅-7价格实惠-6菜品健康-5分量足-5性价比高-3上菜快-
192615649,挥汗堂九宫格火锅,渝中区,3,76,5,189,火锅,1237,秘制冰粉1份，提供免费WiFi,8,79服务热情-75味道赞-51性价比高-43菜品不错-42分量足-42价格实惠-37上菜快-36环境优雅-5牛肉赞-3复古-
164962214,碗胖火锅,江北区,119,63,5,363,火锅,267,碗胖三人餐，提供免费WiFi,185,53味道赞-26服务热情-21性价比高-19菜品健康-14价格实惠-14环境优雅-14体验很棒-11肉类好-7回头客-7分量少-
179211219,陶火朝天鲜菜火锅,南岸区,93,,4,5,火锅,,,,5环境优雅-4回头客-4菜品健康-4味道赞-4服务热情-3上菜快-3价格实惠-3干净整洁-
168976131,鱼司机石锅豆腐鱼,北碚区,75,,3.5,15,火锅,,,,8味道赞-7干净整洁-6菜品不错-5服务热情-4价格实惠-3环境优雅-
164952627,辣食尚烤鱼,渝中区,148,41,4.8,285,川菜,560,爆款3人餐，提供免费WiFi,273,126味道赞-99服务热情-66分量足-56环境优雅-50菜品不错-31上菜快-10肉类好-6回头客-6海鲜棒-4朋友聚餐-
165238179,钢管厂五区小郡肝串串香,渝北区,88.8,53,3.6,1834,火锅,689,挚友小聚双人餐，提供免费WiFi,122,63味道赞-22环境优雅-21性价比高-20服务热情-18菜品不错-17回头客-17价格实惠-16肉类好-8上菜快-4分量少-
192853727,黄家码头老火锅,江北区,138,67,5,345,火锅,1420,相约码头双人餐，提供免费WiFi,188.8,167味道赞-93菜品健康-83分量足-73上菜快-9高大上-7回头客-6牛肉赞-4有表演-8朋友聚餐-5请客-
164865146,朗塗火锅,渝北区,198,109,5,111,火锅,427,超值特惠4人餐，提供免费WiFi,326,49服务热情-43环境优雅-37菜品健康-34味道赞-22肉类好-22性价比高-21回头客-6高大上-4请客-5分量少-
194499066,味之源江湖菜•家常菜,巴南区,88,50,3.5,0,川菜,1,超值2-3人餐，提供免费WiFi,147,
195874981,斗是蚝小龙虾把把烧江湖菜,南岸区,98,50,3.5,2,江河湖海鲜,24,超值龙虾套餐，建议2-3人使用,157,
193710607,百火锅,渝北区,68.8,57,4.3,75,火锅,842,优惠四人餐，提供免费WiFi,149,42味道赞-28服务热情-27分量足-21菜品健康-17上菜快-16性价比高-15价格实惠-13干净整洁-11环境优雅-11午餐-
179231997,尘外精致江湖菜,北碚区,398,53,3.4,34,川菜,181,豪华8~10人餐,582,6干净整洁-5味道赞-5性价比高-4价格实惠-4环境优雅-3服务热情-4菜品偏辣-5分量少-
193287083,愿者上钩•纸包鱼,南岸区,88,48,4.7,27,川菜,252,皖鱼2一3人餐，提供免费WiFi,115,12味道赞-9环境优雅-9性价比高-8肉类好-7价格实惠-7服务热情-6菜品不错-6干净整洁-4分量足-4装修好看-
194754534,这都不是锅,渝北区,149,108,4,0,火锅,887,港式打边炉套餐，建议2-3人使用,189,
170576925,三家酒馆,渝中区,1,72,4.7,31,川菜,144,青柠酸莓汁（可与团购活动同享）1份,12,14味道赞-9环境优雅-9干净整洁-8服务热情-7价格实惠-7性价比高-6菜品健康-3回头客-7装修好看-4位置好找-
194752272,守柴炉烤鸭•藕然间,南岸区,98,50,4,35,北京菜,143,烤鸭 2人餐，提供免费WiFi,140,5环境优雅-5服务热情-4味道赞-3上菜快-3干净整洁-3烤鸭-
194608544,山沅村杠子面,渝中区,26,24,4.7,25,小吃快餐,130,爆款喷火肥牛套餐，建议单人使用,35,11味道赞-9服务热情-8分量足-7菜品不错-6上菜快-5牛肉赞-5性价比高-5干净整洁-4环境优雅-
214365,宋记烤鸭,江北区,118,52,5,701,北京菜,370,精致双人餐，提供免费WiFi,185,151味道赞-92分量足-88菜品不错-70价格实惠-69回头客-60上菜快-16肉类好-4交通便利-5请客-3弄堂小店-
157178132,林妈过桥抄手,渝中区,15,,5,2762,小吃快餐,,,,51味道赞-20回头客-16干净整洁-14体验很棒-12价格实惠-12服务热情-10性价比高-7菜品不错-7环境优雅-5肉类好-
193765136,叶婆婆钵钵鸡,渝中区,44,,3.7,57,小吃快餐,,,,16味道赞-14服务热情-13环境优雅-8菜品不错-8干净整洁-7上菜快-4价格实惠-14钵钵鸡-3分量少-3性价比低-
4626844,桃太郎,沙坪坝区,108,56,4.8,4179,日本菜,10857,桃太郎超值双人餐,162,265上菜快-226回头客-93肉类好-34停车方便-17海鲜棒-24朋友聚餐-17闺蜜聚会-7弄堂小店-3下午茶-3请客-
179940081,喵喵蛋糕,沙坪坝区,89,25,5,76,面包甜点,558,8英寸小猪佩奇粉红佩佩猪小妹 奇妙仙子冰雪奇缘 棉花糖小汽车情景摆件水果卡通生日蛋糕1个，约8英寸，场景生日蛋糕,199,37服务热情-34味道赞-27点心好-21菜品精致-20价格实惠-13性价比高-11干净整洁-7体验很棒-3回头客-3环境优雅-
208912,牛山老火锅,渝中区,145,68,3.8,1186,火锅,50,美味双人餐，提供免费WiFi,171,152味道赞-81服务热情-53分量足-49上菜快-32性价比高-31菜品丰富-24回头客-22环境差-17价格高-16肉类差-
96103627,斗十千料理の和牛炭火烧,江北区,298,156,4.2,135,日本菜,299,招牌双人餐，提供免费WiFi,458,25环境优雅-20味道赞-14干净整洁-10菜品精致-7停车方便-7高大上-6性价比低-5价格高-4分量少-3上菜慢-
194499066,味之源江湖菜•家常菜,巴南区,88,50,3.5,0,川菜,1,超值2-3人餐，提供免费WiFi,147,
177464493,聚鑫源竹签烤肉,南岸区,128,30,4.8,29,烧烤,76,4人餐,182,17味道赞-15服务热情-12性价比高-9分量足-8菜品健康-7价格实惠-7体验很棒-6上菜快-6干净整洁-
182056179,景笙·新派河鲜江湖菜,南岸区,698,60,5,136,川菜,508,8-10人新派江湖菜,919,59味道赞-53环境优雅-44服务热情-34菜品不错-29体验很棒-28上菜快-27分量足-15肉类好-7回头客-3复古-
193471358,夜袭原创小豆腐,南岸区,68,49,5,343,烧烤,513,惊喜小豆腐双人餐,114,58味道赞-47服务热情-29牛肉赞-23价格实惠-21菜品健康-15环境优雅-14性价比高-11分量足-5早餐-5商圈附近-
195067762,良梦寿司,江北区,28,30,4.6,8,日本菜,42,寻梦单人餐，提供免费WiFi,48,7菜品不错-6味道赞-6干净整洁-5环境优雅-4回头客-4服务热情-3肉类好-3性价比高-
184199902,守柴炉烤鸭,渝北区,128,53,4.1,1843,北京菜,4083,实惠2-3人餐，提供免费WiFi,183,99味道赞-50环境优雅-46服务热情-27菜品不错-26分量足-26性价比高-21上菜快-5回头客-4肉类好-45烤鸭-
194531604,百里坡旧院铁锅鸡,南岸区,168,60,3.5,5,川菜,7,特惠2-3人餐，提供免费WiFi,268,5味道赞-5服务热情-4菜品不错-3回头客-
182470012,锦霖私厨,渝北区,308,134,4,12,粤菜,8,午间4人欢乐时光,632,4服务热情-3味道赞-3性价比低-
5287199,肥牛鱼,渝北区,80,,5,0,火锅,,,,
181418374,山城老堂口•1636重庆老菜,渝中区,3,69,4.5,634,川菜,10373,重庆冰粉1份，提供免费WiFi,8,178味道赞-151服务热情-119菜品不错-119环境优雅-107分量足-79上菜快-33回头客-6肉类好-12复古-5工作餐-
164207627,耙二哥腰片王老火锅,渝中区,3,71,4.3,184,火锅,326,红糖冰粉1份，提供免费WiFi,8,53味道赞-33服务热情-22菜品健康-22环境优雅-20上菜快-15肉类好-15性价比高-10回头客-6分量足-5价格高-
94766293,不过如此火锅,渝中区,98,47,5,2227,火锅,406,两人招牌牛杂套餐，包间免费,141,425味道赞-162价格实惠-145分量足-133菜品健康-112上菜快-75回头客-24牛肉赞-9高大上-3朋友聚餐-3弄堂小店-
192917932,牛小时牛腩煲,九龙坡区,138,63,3.7,40,粤菜,1164,双人餐，提供免费WiFi,178,12服务热情-11味道赞-6上菜快-6分量足-3菜品不错-3性价比高-3环境优雅-3情侣约会-3午餐-
168257986,炉上妙粥港式茶餐厅,渝北区,42,64,5,241,粤菜,37,劲爆单人餐，提供免费WiFi,70,49味道赞-35菜品不错-32环境优雅-28体验很棒-25上菜快-21价格实惠-14回头客-4肉类好-3下午茶-5分量少-
192245475,聚暹罗泰式海鲜火锅,沙坪坝区,198,93,5,195,火锅,1977,双人餐[复制]，提供免费WiFi,318,116味道赞-78分量足-56菜品健康-43上菜快-13交通便利-4主食赞-3高大上-16文艺清新-8朋友聚餐-6闺蜜聚会-
195841168,李不为肉多多火锅,南岸区,88,61,4,12,火锅,55,肉多多双人餐，提供免费WiFi,135,5性价比高-4上菜快-4味道赞-3肉类好-3分量足-
51591868,九格九味火锅,南岸区,228,72,4.1,602,火锅,448,4人品质套餐，提供免费WiFi,343,183味道赞-51菜品健康-49夜景赞-37高大上-15回头客-8牛肉赞-4有表演-20有江景-17分量少-8上菜慢-
194007615,土著渔匠,南岸区,139,74,5,50,火锅,331,开业特惠2人餐，提供免费WiFi,192,27味道赞-27服务热情-16环境优雅-13干净整洁-12菜品不错-10回头客-10性价比高-9上菜快-8肉类好-8分量足-
193380224,巴黎甜甜蛋糕,南岸区,99.8,50,4.8,37,面包甜点,5735,"蛋糕28选1,约8英寸，圆形",168,12味道赞-10点心好-9服务热情-8菜品精致-7分量足-7价格实惠-6性价比高-4回头客-
157830384,鲜鱼庄,渝北区,39.9,50,5,640,火锅,682,黄辣丁各种菜自助,43,41味道赞-30服务热情-18价格实惠-17性价比高-16上菜快-16分量足-12环境优雅-11干净整洁-8菜品健康-5回头客-
195142859,简茉蛋糕,沙坪坝区,36,35,4.2,8,面包甜点,19,网红便当盒子1份,38,4干净整洁-3点心好-3味道赞-3服务热情-
159786751,辛麻道老火锅,九龙坡区,96,60,3.4,827,火锅,1086,特惠4人餐，包间免费,184,115味道赞-79服务热情-58环境优雅-54分量足-53菜品健康-47肉类好-8回头客-3上菜快-4复古-3请客-
1825059,南山老火锅,江北区,176,54,3.4,519,火锅,326,必吃推荐3人餐，提供免费WiFi,204,164味道赞-63性价比高-53环境优雅-48分量足-37上菜快-35交通便利-34菜品精致-20回头客-5牛肉赞-3朋友聚餐-
160425646,庄里人饺子,南岸区,10,16,5,1383,小吃快餐,95,全家福水饺1份，提供免费WiFi,12,43味道赞-31服务热情-25回头客-21价格实惠-20菜品健康-18上菜快-17干净整洁-16肉类好-9环境优雅-4分量足-
41210833,魔厨分子融合料理,江北区,256,150,5,331,特色菜,357,精致约会双人餐，提供免费WiFi,732,103味道赞-49菜品精致-5高大上-3夜景赞-3上菜快-3海鲜棒-3肉类好-6闺蜜聚会-5朋友聚餐-15分量少-
193710607,百火锅,渝北区,68.8,57,4.3,75,火锅,842,优惠四人餐，提供免费WiFi,149,42味道赞-28服务热情-27分量足-21菜品健康-17上菜快-16性价比高-15价格实惠-13干净整洁-11环境优雅-11午餐-
77108,九锅一堂能喝汤的酸菜鱼,渝中区,1,33,3.8,2497,川菜,37276,黑糖冰粉1份，提供免费WiFi,9,826味道赞-300上菜快-247分量足-186菜品不错-67回头客-48肉类好-24主食赞-12交通便利-11海鲜棒-18朋友聚餐-
180079878,洞府老火锅,渝中区,82,,4.8,192,火锅,,,,92味道赞-79服务热情-42环境优雅-40菜品健康-39性价比高-35价格实惠-30分量足-16上菜快-8肉类好-6回头客-
183976125,野椒鸡,渝北区,108,53,5,191,川菜,867,美味2人餐，提供免费WiFi,172,95味道赞-47价格实惠-47服务热情-36菜品不错-31回头客-30干净整洁-28性价比高-25上菜快-19分量足-5肉类好-
184199902,守柴炉烤鸭,渝北区,128,53,4.1,1843,北京菜,4083,实惠2-3人餐，提供免费WiFi,183,99味道赞-50环境优雅-46服务热情-27菜品不错-26分量足-26性价比高-21上菜快-5回头客-4肉类好-45烤鸭-
93918683,重庆金可阳澄湖大闸蟹,九龙坡区,528,0,3.5,4,江河湖海鲜,3,阳澄湖大闸蟹1588型八只装现货或蟹券二选一,1588,
193588741,猪猪象泰国餐厅,江北区,198,91,5,49,东南亚菜,76,2人豪华冬阴功火锅套餐，包间免费,368,12味道赞-12服务热情-9环境优雅-7价格实惠-6菜品健康-5分量足-5性价比高-3上菜快-
188474256,一四一老火锅,沙坪坝区,92,,3.5,0,火锅,,,,
193805884,Une Pâtisserie Si Douce之甜,江北区,128,93,4.5,0,面包甜点,41,之甜榛爱•盐之花焦糖榛子奶油蛋糕1个，约4寸，圆,148,
192785270,壹食间one moment,渝北区,39,0,3.5,1,饮品店,8,下午茶套餐，建议单人使用,44,
72377854,盛天传统川菜馆,渝中区,128,56,4.7,1954,川菜,4715,镇店之宝专享套餐，建议3-4人使用,160,252味道赞-132分量足-100菜品不错-89上菜快-61交通便利-32回头客-9高大上-7夜景赞-4肉类好-10有江景-
190682123,笙雙泰式海鲜火锅,江北区,195.8,93,5,61,火锅,326,笙雙精致双人餐，包间免费,396,37服务热情-31味道赞-27菜品健康-23环境优雅-20体验很棒-20干净整洁-16分量足-8情侣约会-6价格实惠-3闺蜜聚会-
113968805,CEREALGRASS甜集,江北区,188,198,4,0,面包甜点,1,"蛋糕5选1,约6英寸，圆形",238,
170592274,苏米苏蛋糕,渝中区,38.83,89,5,373,面包甜点,270,6英寸提拉米苏1份,128,152味道赞-116服务热情-113点心好-82性价比高-71价格实惠-58菜品精致-31上菜快-12分量足-4回头客-15现做现卖-
170951987,南瓜马车La Magie Cafe,南岸区,328,41,4.3,27,面包甜点,0,Flora Cake豆沙裱花蛋糕1个，约6英寸，圆形,388,10味道赞-10服务热情-6环境优雅-6有颜值-5干净整洁-4回头客-4性价比高-3上菜快-3价格实惠-
50806806,霸王虾,南岸区,298,109,3.4,188,小吃快餐,561,超值欢乐3-4人餐,336.8,55味道赞-12服务热情-8分量足-6回头客-6干净整洁-5环境优雅-4上菜快-3饮品赞-5有江景-12价格高-
193728383,面魂·欧娅面庄,渝北区,16,,3.5,0,小吃快餐,,,,
182056179,景笙·新派河鲜江湖菜,南岸区,698,60,5,136,川菜,508,8-10人新派江湖菜,919,59味道赞-53环境优雅-44服务热情-34菜品不错-29体验很棒-28上菜快-27分量足-15肉类好-7回头客-3复古-
179751552,郭婆婆豆瓣鸡,江北区,118,76,4.6,16,川菜,73,精致2-3人餐，提供免费WiFi,171,7味道赞-4服务热情-3菜品不错-
193380224,巴黎甜甜蛋糕,南岸区,99.8,50,4.8,37,面包甜点,5735,"蛋糕28选1,约8英寸，圆形",168,12味道赞-10点心好-9服务热情-8菜品精致-7分量足-7价格实惠-6性价比高-4回头客-
182089810,谢家山山货火锅,江北区,39.8,55,4.8,26,火锅,109,劲爆超值双人餐，包间免费,111,15味道赞-15服务热情-10菜品健康-9环境优雅-9性价比高-8价格实惠-6分量足-3干净整洁-
169455423,纽玩披萨,渝北区,168,88,3.6,186,西餐,697,2-3人精致丰盛套餐,231,50味道赞-32环境优雅-31服务热情-30分量足-23菜品不错-14肉类好-11上菜快-3饮品赞-10性价比低-8价格高-
190682123,笙雙泰式海鲜火锅,江北区,195.8,93,5,61,火锅,326,笙雙精致双人餐，包间免费,396,37服务热情-31味道赞-27菜品健康-23环境优雅-20体验很棒-20干净整洁-16分量足-8情侣约会-6价格实惠-3闺蜜聚会-
178098711,渝大狮老火锅,渝中区,198,66,5,1402,火锅,2451,聚会4人餐，提供免费WiFi,254,489味道赞-307菜品不错-302环境优雅-233肉类好-190上菜快-157回头客-71分量足-40有表演-13高大上-13点心好-
190775880,这都不是锅,渝北区,149,96,3,15,火锅,887,港式打边炉套餐，建议2-3人使用,189,3菜品少-
194273336,let’s pu 璞泰式海鲜火锅,江北区,239,136,4,7,东南亚菜,1165,双子星套餐1份，提供免费WiFi,369,3服务热情-
121697083,富郎山日式料理,渝中区,298,68,5,1730,日本菜,301,超值实惠4-5人餐,514,377味道赞-191分量足-175上菜快-85回头客-61肉类好-6主食赞-4海鲜棒-10工作餐-7朋友聚餐-4闺蜜聚会-
164758527,黄家码头老火锅,渝中区,168,77,5,976,火锅,266,黄家码头老火锅双人餐,232,313味道赞-136菜品健康-115肉类好-64回头客-14上菜快-8高大上-5交通便利-3有表演-6朋友聚餐-4请客-
190422855,桃太郎,沙坪坝区,108,53,4.2,187,日本菜,10856,桃太郎超值双人餐,162,45味道赞-43分量足-32环境优雅-27上菜快-26服务热情-24性价比高-14价格实惠-13菜品精致-9回头客-3肉类好-
194362103,俏牛哥鲜牛肉牛肆馆,渝北区,91,,4,9,火锅,,,,4服务热情-3味道赞-3环境优雅-
92330042,米兰西饼生日蛋糕·香约幸福,沙坪坝区,89,0,5,134,面包甜点,32504,"蛋糕12选1,约8英寸",168,63味道赞-49服务热情-42点心好-32价格实惠-30性价比高-28菜品精致-20分量足-20干净整洁-10环境优雅-3情侣约会-
174910859,和畅居酒屋,南岸区,104,,4,2,日本菜,,,,
164719947,正东担担面,渝中区,18,,3.4,101,小吃快餐,,,,28味道赞-16环境优雅-14服务热情-14干净整洁-11价格实惠-10性价比高-7上菜快-6回头客-4菜品不错-10分量少-
195078230,壹狸拾甜,渝中区,168,54,4,2,面包甜点,23,悸动+富士山下+饮品两杯1份,208,
193415662,周师兄腰片老火锅,渝中区,3,98,4.9,173,火锅,1792,重庆冰粉1份，提供免费WiFi,6,55服务热情-50味道赞-33上菜快-28肉类好-28分量足-26菜品健康-24干净整洁-23环境优雅-16性价比高-7价格高-
168257986,炉上妙粥港式茶餐厅,渝北区,42,64,5,241,粤菜,37,劲爆单人餐，提供免费WiFi,70,49味道赞-35菜品不错-32环境优雅-28体验很棒-25上菜快-21价格实惠-14回头客-4肉类好-3下午茶-5分量少-
165189236,EACH蚝-烧烤×精酿啤酒,九龙坡区,104,,5,251,烧烤,,,,28环境优雅-21服务热情-20味道赞-9菜品精致-9干净整洁-8性价比高-4饮品赞-3闺蜜聚会-4上菜慢-3分量少-
193415662,周师兄腰片老火锅,渝中区,3,98,4.9,173,火锅,1792,重庆冰粉1份，提供免费WiFi,6,55服务热情-50味道赞-33上菜快-28肉类好-28分量足-26菜品健康-24干净整洁-23环境优雅-16性价比高-7价格高-
50006552,纸盐河码头火锅,渝中区,1,82,4.4,5672,火锅,461,大福1份，提供免费WiFi,8,309菜品健康-287高大上-278上菜快-64夜景赞-26回头客-5海鲜棒-119有江景-7朋友聚餐-4请客-3闺蜜聚会-
193013221,渝江源·乡村味道,江北区,178,42,4.3,33,川菜,258,江湖4人餐，提供免费WiFi,228,13味道赞-7上菜快-7肉类好-7环境优雅-7性价比高-6分量足-6菜品不错-6服务热情-4高大上-
194390226,味妙烤鱼吧,巴南区,133,59,4.5,24,川菜,2,烤江团鱼，建议2人使用,187,11味道赞-10菜品不错-10环境优雅-8服务热情-7性价比高-6价格实惠-5上菜快-5干净整洁-4海鲜棒-3回头客-
72377854,盛天传统川菜馆,渝中区,128,56,4.7,1954,川菜,4715,镇店之宝专享套餐，建议3-4人使用,160,252味道赞-132分量足-100菜品不错-89上菜快-61交通便利-32回头客-9高大上-7夜景赞-4肉类好-10有江景-
179132605,长嘉·河图火锅,南岸区,398,121,3.5,26,火锅,246,优质超值多人餐，提供免费WiFi,470,9高大上-8环境优雅-6服务热情-6干净整洁-4菜品不错-3味道赞-7有江景-5装修好看-5价格高-3性价比低-
190682123,笙雙泰式海鲜火锅,江北区,195.8,93,5,61,火锅,326,笙雙精致双人餐，包间免费,396,37服务热情-31味道赞-27菜品健康-23环境优雅-20体验很棒-20干净整洁-16分量足-8情侣约会-6价格实惠-3闺蜜聚会-
186332268,壹角烧肉,九龙坡区,136,,4,0,日本菜,,,,
192756341,叙知香爆爽美蛙鱼头,渝中区,5,72,4.9,61,火锅,611,特色冰粉1份，包间免费,6,26服务热情-25味道赞-17分量足-16上菜快-16环境优雅-11菜品健康-11干净整洁-10肉类好-10价格实惠-7回头客-
195095111,大掌柜鲜货火锅,九龙坡区,228,64,5,169,火锅,13,八仙一堂八人餐，提供免费WiFi,326,14服务热情-12味道赞-11菜品健康-8环境优雅-3装修好看-
166217009,大喜门老火锅,九龙坡区,238,57,3.8,96,火锅,223,欢聚八人餐，提供免费WiFi,343,38味道赞-35服务热情-23上菜快-22价格实惠-19性价比高-18菜品健康-18分量足-13肉类好-8回头客-3朋友聚餐-
93877609,闹江湖山城江景老火锅,渝中区,1,80,3.8,2613,火锅,8136,网红冰汤圆1碗，提供免费WiFi,8,132夜景赞-94上菜快-87高大上-76菜品健康-31交通便利-15牛肉赞-6回头客-36有江景-4朋友聚餐-69分量少-
